x,y,z,r
0.375,2.3749999999999996,17.0462,0.025
0.425,2.3749999999999996,17.0462,0.025
0.475,2.3749999999999996,17.0462,0.025
0.025,2.425,17.0462,0.025
0.475,2.425,17.0462,0.025
0.025,2.4749999999999996,17.0462,0.025
0.475,2.4749999999999996,17.0462,0.025
0.025,2.525,17.0462,0.025
0.475,2.525,17.0462,0.025
0.025,2.5749999999999997,17.0462,0.025
0.475,2.5749999999999997,17.0462,0.025
0.025,2.6249999999999996,17.0462,0.025
0.075,2.6249999999999996,17.0462,0.025
0.125,2.6249999999999996,17.0462,0.025
0.175,2.6249999999999996,17.0462,0.025
0.22499999999999998,2.6249999999999996,17.0462,0.025
0.27499999999999997,2.6249999999999996,17.0462,0.025
0.325,2.6249999999999996,17.0462,0.025
0.375,2.6249999999999996,17.0462,0.025
0.425,2.6249999999999996,17.0462,0.025
0.475,2.6249999999999996,17.0462,0.025
0.025,2.675,17.0462,0.025
0.075,2.675,17.0462,0.025
0.125,2.675,17.0462,0.025
0.175,2.675,17.0462,0.025
0.22499999999999998,2.675,17.0462,0.025
0.27499999999999997,2.675,17.0462,0.025
0.325,2.675,17.0462,0.025
0.375,2.675,17.0462,0.025
0.425,2.675,17.0462,0.025
0.475,2.675,17.0462,0.025
0.025,2.7249999999999996,17.0462,0.025
0.075,2.7249999999999996,17.0462,0.025
0.125,2.7249999999999996,17.0462,0.025
0.175,2.7249999999999996,17.0462,0.025
0.22499999999999998,2.7249999999999996,17.0462,0.025
0.27499999999999997,2.7249999999999996,17.0462,0.025
0.325,2.7249999999999996,17.0462,0.025
0.375,2.7249999999999996,17.0462,0.025
0.425,2.7249999999999996,17.0462,0.025
0.475,2.7249999999999996,17.0462,0.025
0.025,2.7749999999999995,17.0462,0.025
0.075,2.7749999999999995,17.0462,0.025
0.125,2.7749999999999995,17.0462,0.025
0.175,2.7749999999999995,17.0462,0.025
0.22499999999999998,2.7749999999999995,17.0462,0.025
0.27499999999999997,2.7749999999999995,17.0462,0.025
0.325,2.7749999999999995,17.0462,0.025
0.375,2.7749999999999995,17.0462,0.025
0.425,2.7749999999999995,17.0462,0.025
0.475,2.7749999999999995,17.0462,0.025
0.025,2.8249999999999997,17.0462,0.025
0.075,2.8249999999999997,17.0462,0.025
0.125,2.8249999999999997,17.0462,0.025
0.175,2.8249999999999997,17.0462,0.025
0.22499999999999998,2.8249999999999997,17.0462,0.025
0.27499999999999997,2.8249999999999997,17.0462,0.025
0.325,2.8249999999999997,17.0462,0.025
0.375,2.8249999999999997,17.0462,0.025
0.425,2.8249999999999997,17.0462,0.025
0.475,2.8249999999999997,17.0462,0.025
0.025,2.8749999999999996,17.0462,0.025
0.075,2.8749999999999996,17.0462,0.025
0.125,2.8749999999999996,17.0462,0.025
0.175,2.8749999999999996,17.0462,0.025
0.22499999999999998,2.8749999999999996,17.0462,0.025
0.27499999999999997,2.8749999999999996,17.0462,0.025
0.325,2.8749999999999996,17.0462,0.025
0.375,2.8749999999999996,17.0462,0.025
0.425,2.8749999999999996,17.0462,0.025
0.475,2.8749999999999996,17.0462,0.025
0.025,2.925,17.0462,0.025
0.075,2.925,17.0462,0.025
0.125,2.925,17.0462,0.025
0.175,2.925,17.0462,0.025
0.22499999999999998,2.925,17.0462,0.025
0.27499999999999997,2.925,17.0462,0.025
0.325,2.925,17.0462,0.025
0.375,2.925,17.0462,0.025
0.425,2.925,17.0462,0.025
0.475,2.925,17.0462,0.025
0.025,2.9749999999999996,17.0462,0.025
0.075,2.9749999999999996,17.0462,0.025
0.125,2.9749999999999996,17.0462,0.025
0.175,2.9749999999999996,17.0462,0.025
0.22499999999999998,2.9749999999999996,17.0462,0.025
0.27499999999999997,2.9749999999999996,17.0462,0.025
0.325,2.9749999999999996,17.0462,0.025
0.375,2.9749999999999996,17.0462,0.025
0.425,2.9749999999999996,17.0462,0.025
0.475,2.9749999999999996,17.0462,0.025
0.025,3.0249999999999995,17.0462,0.025
0.075,3.0249999999999995,17.0462,0.025
0.125,3.0249999999999995,17.0462,0.025
0.175,3.0249999999999995,17.0462,0.025
0.22499999999999998,3.0249999999999995,17.0462,0.025
0.27499999999999997,3.0249999999999995,17.0462,0.025
0.325,3.0249999999999995,17.0462,0.025
0.375,3.0249999999999995,17.0462,0.025
0.425,3.0249999999999995,17.0462,0.025
0.475,3.0249999999999995,17.0462,0.025
0.025,3.0749999999999997,17.0462,0.025
0.075,3.0749999999999997,17.0462,0.025
0.125,3.0749999999999997,17.0462,0.025
0.175,3.0749999999999997,17.0462,0.025
0.22499999999999998,3.0749999999999997,17.0462,0.025
0.27499999999999997,3.0749999999999997,17.0462,0.025
0.325,3.0749999999999997,17.0462,0.025
0.375,3.0749999999999997,17.0462,0.025
0.425,3.0749999999999997,17.0462,0.025
0.475,3.0749999999999997,17.0462,0.025
0.025,3.1249999999999996,17.0462,0.025
0.075,3.1249999999999996,17.0462,0.025
0.125,3.1249999999999996,17.0462,0.025
0.175,3.1249999999999996,17.0462,0.025
0.22499999999999998,3.1249999999999996,17.0462,0.025
0.27499999999999997,3.1249999999999996,17.0462,0.025
0.325,3.1249999999999996,17.0462,0.025
0.375,3.1249999999999996,17.0462,0.025
0.425,3.1249999999999996,17.0462,0.025
0.475,3.1249999999999996,17.0462,0.025
0.025,3.175,17.0462,0.025
0.075,3.175,17.0462,0.025
0.125,3.175,17.0462,0.025
0.175,3.175,17.0462,0.025
0.22499999999999998,3.175,17.0462,0.025
0.27499999999999997,3.175,17.0462,0.025
0.325,3.175,17.0462,0.025
0.375,3.175,17.0462,0.025
0.425,3.175,17.0462,0.025
0.475,3.175,17.0462,0.025
0.025,3.2249999999999996,17.0462,0.025
0.075,3.2249999999999996,17.0462,0.025
0.125,3.2249999999999996,17.0462,0.025
0.175,3.2249999999999996,17.0462,0.025
0.22499999999999998,3.2249999999999996,17.0462,0.025
0.27499999999999997,3.2249999999999996,17.0462,0.025
0.325,3.2249999999999996,17.0462,0.025
0.375,3.2249999999999996,17.0462,0.025
0.425,3.2249999999999996,17.0462,0.025
0.475,3.2249999999999996,17.0462,0.025
0.025,3.2749999999999995,17.0462,0.025
0.075,3.2749999999999995,17.0462,0.025
0.125,3.2749999999999995,17.0462,0.025
0.175,3.2749999999999995,17.0462,0.025
0.22499999999999998,3.2749999999999995,17.0462,0.025
0.27499999999999997,3.2749999999999995,17.0462,0.025
0.325,3.2749999999999995,17.0462,0.025
0.375,3.2749999999999995,17.0462,0.025
0.425,3.2749999999999995,17.0462,0.025
0.475,3.2749999999999995,17.0462,0.025
0.025,3.3249999999999997,17.0462,0.025
0.075,3.3249999999999997,17.0462,0.025
0.125,3.3249999999999997,17.0462,0.025
0.175,3.3249999999999997,17.0462,0.025
0.22499999999999998,3.3249999999999997,17.0462,0.025
0.27499999999999997,3.3249999999999997,17.0462,0.025
0.325,3.3249999999999997,17.0462,0.025
0.375,3.3249999999999997,17.0462,0.025
0.425,3.3249999999999997,17.0462,0.025
0.475,3.3249999999999997,17.0462,0.025
0.025,3.3749999999999996,17.0462,0.025
0.075,3.3749999999999996,17.0462,0.025
0.125,3.3749999999999996,17.0462,0.025
0.175,3.3749999999999996,17.0462,0.025
0.22499999999999998,3.3749999999999996,17.0462,0.025
0.27499999999999997,3.3749999999999996,17.0462,0.025
0.325,3.3749999999999996,17.0462,0.025
0.375,3.3749999999999996,17.0462,0.025
0.425,3.3749999999999996,17.0462,0.025
0.475,3.3749999999999996,17.0462,0.025
0.025,3.425,17.0462,0.025
0.075,3.425,17.0462,0.025
0.125,3.425,17.0462,0.025
0.175,3.425,17.0462,0.025
0.22499999999999998,3.425,17.0462,0.025
0.27499999999999997,3.425,17.0462,0.025
0.325,3.425,17.0462,0.025
0.375,3.425,17.0462,0.025
0.425,3.425,17.0462,0.025
0.475,3.425,17.0462,0.025
0.025,3.4749999999999996,17.0462,0.025
0.075,3.4749999999999996,17.0462,0.025
0.125,3.4749999999999996,17.0462,0.025
0.175,3.4749999999999996,17.0462,0.025
0.22499999999999998,3.4749999999999996,17.0462,0.025
0.27499999999999997,3.4749999999999996,17.0462,0.025
0.325,3.4749999999999996,17.0462,0.025
0.375,3.4749999999999996,17.0462,0.025
0.425,3.4749999999999996,17.0462,0.025
0.475,3.4749999999999996,17.0462,0.025
0.025,3.5249999999999995,17.0462,0.025
0.075,3.5249999999999995,17.0462,0.025
0.125,3.5249999999999995,17.0462,0.025
0.175,3.5249999999999995,17.0462,0.025
0.22499999999999998,3.5249999999999995,17.0462,0.025
0.27499999999999997,3.5249999999999995,17.0462,0.025
0.325,3.5249999999999995,17.0462,0.025
0.375,3.5249999999999995,17.0462,0.025
0.425,3.5249999999999995,17.0462,0.025
0.475,3.5249999999999995,17.0462,0.025
0.025,3.5749999999999997,17.0462,0.025
0.075,3.5749999999999997,17.0462,0.025
0.125,3.5749999999999997,17.0462,0.025
0.175,3.5749999999999997,17.0462,0.025
0.22499999999999998,3.5749999999999997,17.0462,0.025
0.27499999999999997,3.5749999999999997,17.0462,0.025
0.325,3.5749999999999997,17.0462,0.025
0.375,3.5749999999999997,17.0462,0.025
0.425,3.5749999999999997,17.0462,0.025
0.475,3.5749999999999997,17.0462,0.025
0.025,3.6249999999999996,17.0462,0.025
0.075,3.6249999999999996,17.0462,0.025
0.125,3.6249999999999996,17.0462,0.025
0.175,3.6249999999999996,17.0462,0.025
0.22499999999999998,3.6249999999999996,17.0462,0.025
0.27499999999999997,3.6249999999999996,17.0462,0.025
0.325,3.6249999999999996,17.0462,0.025
0.375,3.6249999999999996,17.0462,0.025
0.425,3.6249999999999996,17.0462,0.025
0.475,3.6249999999999996,17.0462,0.025
0.025,3.675,17.0462,0.025
0.075,3.675,17.0462,0.025
0.125,3.675,17.0462,0.025
0.175,3.675,17.0462,0.025
0.22499999999999998,3.675,17.0462,0.025
0.27499999999999997,3.675,17.0462,0.025
0.325,3.675,17.0462,0.025
0.375,3.675,17.0462,0.025
0.425,3.675,17.0462,0.025
0.475,3.675,17.0462,0.025
0.025,3.7249999999999996,17.0462,0.025
0.075,3.7249999999999996,17.0462,0.025
0.125,3.7249999999999996,17.0462,0.025
0.175,3.7249999999999996,17.0462,0.025
0.22499999999999998,3.7249999999999996,17.0462,0.025
0.27499999999999997,3.7249999999999996,17.0462,0.025
0.325,3.7249999999999996,17.0462,0.025
0.375,3.7249999999999996,17.0462,0.025
0.425,3.7249999999999996,17.0462,0.025
0.475,3.7249999999999996,17.0462,0.025
0.025,3.7749999999999995,17.0462,0.025
0.075,3.7749999999999995,17.0462,0.025
0.125,3.7749999999999995,17.0462,0.025
0.175,3.7749999999999995,17.0462,0.025
0.22499999999999998,3.7749999999999995,17.0462,0.025
0.27499999999999997,3.7749999999999995,17.0462,0.025
0.325,3.7749999999999995,17.0462,0.025
0.375,3.7749999999999995,17.0462,0.025
0.425,3.7749999999999995,17.0462,0.025
0.475,3.7749999999999995,17.0462,0.025
0.025,3.8249999999999997,17.0462,0.025
0.075,3.8249999999999997,17.0462,0.025
0.125,3.8249999999999997,17.0462,0.025
0.175,3.8249999999999997,17.0462,0.025
0.22499999999999998,3.8249999999999997,17.0462,0.025
0.27499999999999997,3.8249999999999997,17.0462,0.025
0.325,3.8249999999999997,17.0462,0.025
0.375,3.8249999999999997,17.0462,0.025
0.425,3.8249999999999997,17.0462,0.025
0.475,3.8249999999999997,17.0462,0.025
0.025,3.8749999999999996,17.0462,0.025
0.075,3.8749999999999996,17.0462,0.025
0.125,3.8749999999999996,17.0462,0.025
0.175,3.8749999999999996,17.0462,0.025
0.22499999999999998,3.8749999999999996,17.0462,0.025
0.27499999999999997,3.8749999999999996,17.0462,0.025
0.325,3.8749999999999996,17.0462,0.025
0.375,3.8749999999999996,17.0462,0.025
0.425,3.8749999999999996,17.0462,0.025
0.475,3.8749999999999996,17.0462,0.025
0.025,3.9249999999999994,17.0462,0.025
0.075,3.9249999999999994,17.0462,0.025
0.125,3.9249999999999994,17.0462,0.025
0.175,3.9249999999999994,17.0462,0.025
0.22499999999999998,3.9249999999999994,17.0462,0.025
0.27499999999999997,3.9249999999999994,17.0462,0.025
0.325,3.9249999999999994,17.0462,0.025
0.375,3.9249999999999994,17.0462,0.025
0.425,3.9249999999999994,17.0462,0.025
0.475,3.9249999999999994,17.0462,0.025
0.025,3.9749999999999996,17.0462,0.025
0.075,3.9749999999999996,17.0462,0.025
0.125,3.9749999999999996,17.0462,0.025
0.175,3.9749999999999996,17.0462,0.025
0.22499999999999998,3.9749999999999996,17.0462,0.025
0.27499999999999997,3.9749999999999996,17.0462,0.025
0.325,3.9749999999999996,17.0462,0.025
0.375,3.9749999999999996,17.0462,0.025
0.425,3.9749999999999996,17.0462,0.025
0.475,3.9749999999999996,17.0462,0.025
0.025,4.0249999999999995,17.0462,0.025
0.075,4.0249999999999995,17.0462,0.025
0.125,4.0249999999999995,17.0462,0.025
0.175,4.0249999999999995,17.0462,0.025
0.22499999999999998,4.0249999999999995,17.0462,0.025
0.27499999999999997,4.0249999999999995,17.0462,0.025
0.325,4.0249999999999995,17.0462,0.025
0.375,4.0249999999999995,17.0462,0.025
0.425,4.0249999999999995,17.0462,0.025
0.475,4.0249999999999995,17.0462,0.025
0.025,4.075,17.0462,0.025
0.075,4.075,17.0462,0.025
0.125,4.075,17.0462,0.025
0.175,4.075,17.0462,0.025
0.22499999999999998,4.075,17.0462,0.025
0.27499999999999997,4.075,17.0462,0.025
0.325,4.075,17.0462,0.025
0.375,4.075,17.0462,0.025
0.425,4.075,17.0462,0.025
0.475,4.075,17.0462,0.025
0.025,4.125,17.0462,0.025
0.075,4.125,17.0462,0.025
0.125,4.125,17.0462,0.025
0.175,4.125,17.0462,0.025
0.22499999999999998,4.125,17.0462,0.025
0.27499999999999997,4.125,17.0462,0.025
0.325,4.125,17.0462,0.025
0.375,4.125,17.0462,0.025
0.425,4.125,17.0462,0.025
0.475,4.125,17.0462,0.025
0.025,4.175,17.0462,0.025
0.075,4.175,17.0462,0.025
0.125,4.175,17.0462,0.025
0.175,4.175,17.0462,0.025
0.22499999999999998,4.175,17.0462,0.025
0.27499999999999997,4.175,17.0462,0.025
0.325,4.175,17.0462,0.025
0.375,4.175,17.0462,0.025
0.425,4.175,17.0462,0.025
0.475,4.175,17.0462,0.025
0.025,4.225,17.0462,0.025
0.075,4.225,17.0462,0.025
0.125,4.225,17.0462,0.025
0.175,4.225,17.0462,0.025
0.22499999999999998,4.225,17.0462,0.025
0.27499999999999997,4.225,17.0462,0.025
0.325,4.225,17.0462,0.025
0.375,4.225,17.0462,0.025
0.425,4.225,17.0462,0.025
0.475,4.225,17.0462,0.025
0.025,4.275,17.0462,0.025
0.075,4.275,17.0462,0.025
0.125,4.275,17.0462,0.025
0.175,4.275,17.0462,0.025
0.22499999999999998,4.275,17.0462,0.025
0.27499999999999997,4.275,17.0462,0.025
0.325,4.275,17.0462,0.025
0.375,4.275,17.0462,0.025
0.425,4.275,17.0462,0.025
0.475,4.275,17.0462,0.025
0.025,4.325,17.0462,0.025
0.475,4.325,17.0462,0.025
0.025,4.375,17.0462,0.025
0.475,4.375,17.0462,0.025
0.025,4.425,17.0462,0.025
0.475,4.425,17.0462,0.025
0.025,4.475,17.0462,0.025
0.475,4.475,17.0462,0.025
0.025,4.525,17.0462,0.025
0.075,4.525,17.0462,0.025
0.125,4.525,17.0462,0.025
0.175,4.525,17.0462,0.025
0.22499999999999998,4.525,17.0462,0.025
0.27499999999999997,4.525,17.0462,0.025
0.325,4.525,17.0462,0.025
0.375,4.525,17.0462,0.025
0.425,4.525,17.0462,0.025
0.475,4.525,17.0462,0.025
0.025,4.575,17.0462,0.025
0.075,4.575,17.0462,0.025
0.125,4.575,17.0462,0.025
0.175,4.575,17.0462,0.025
0.22499999999999998,4.575,17.0462,0.025
0.27499999999999997,4.575,17.0462,0.025
0.325,4.575,17.0462,0.025
0.375,4.575,17.0462,0.025
0.425,4.575,17.0462,0.025
0.475,4.575,17.0462,0.025
0.025,4.625,17.0462,0.025
0.075,4.625,17.0462,0.025
0.125,4.625,17.0462,0.025
0.175,4.625,17.0462,0.025
0.22499999999999998,4.625,17.0462,0.025
0.27499999999999997,4.625,17.0462,0.025
0.325,4.625,17.0462,0.025
0.375,4.625,17.0462,0.025
0.425,4.625,17.0462,0.025
0.475,4.625,17.0462,0.025
0.025,4.675,17.0462,0.025
0.075,4.675,17.0462,0.025
0.125,4.675,17.0462,0.025
0.175,4.675,17.0462,0.025
0.22499999999999998,4.675,17.0462,0.025
0.27499999999999997,4.675,17.0462,0.025
0.325,4.675,17.0462,0.025
0.375,4.675,17.0462,0.025
0.425,4.675,17.0462,0.025
0.475,4.675,17.0462,0.025
0.025,4.725,17.0462,0.025
0.075,4.725,17.0462,0.025
0.125,4.725,17.0462,0.025
0.175,4.725,17.0462,0.025
0.22499999999999998,4.725,17.0462,0.025
0.27499999999999997,4.725,17.0462,0.025
0.325,4.725,17.0462,0.025
0.375,4.725,17.0462,0.025
0.425,4.725,17.0462,0.025
0.475,4.725,17.0462,0.025
0.025,4.775,17.0462,0.025
0.075,4.775,17.0462,0.025
0.125,4.775,17.0462,0.025
0.175,4.775,17.0462,0.025
0.22499999999999998,4.775,17.0462,0.025
0.27499999999999997,4.775,17.0462,0.025
0.325,4.775,17.0462,0.025
0.375,4.775,17.0462,0.025
0.425,4.775,17.0462,0.025
0.475,4.775,17.0462,0.025
0.025,4.825,17.0462,0.025
0.075,4.825,17.0462,0.025
0.125,4.825,17.0462,0.025
0.175,4.825,17.0462,0.025
0.22499999999999998,4.825,17.0462,0.025
0.27499999999999997,4.825,17.0462,0.025
0.325,4.825,17.0462,0.025
0.375,4.825,17.0462,0.025
0.425,4.825,17.0462,0.025
0.475,4.825,17.0462,0.025
0.025,4.875,17.0462,0.025
0.075,4.875,17.0462,0.025
0.125,4.875,17.0462,0.025
0.175,4.875,17.0462,0.025
0.22499999999999998,4.875,17.0462,0.025
0.27499999999999997,4.875,17.0462,0.025
0.325,4.875,17.0462,0.025
0.375,4.875,17.0462,0.025
0.425,4.875,17.0462,0.025
0.475,4.875,17.0462,0.025
0.025,4.925,17.0462,0.025
0.075,4.925,17.0462,0.025
0.125,4.925,17.0462,0.025
0.175,4.925,17.0462,0.025
0.22499999999999998,4.925,17.0462,0.025
0.27499999999999997,4.925,17.0462,0.025
0.325,4.925,17.0462,0.025
0.375,4.925,17.0462,0.025
0.425,4.925,17.0462,0.025
0.475,4.925,17.0462,0.025
0.025,4.975,17.0462,0.025
0.075,4.975,17.0462,0.025
0.125,4.975,17.0462,0.025
0.175,4.975,17.0462,0.025
0.22499999999999998,4.975,17.0462,0.025
0.27499999999999997,4.975,17.0462,0.025
0.325,4.975,17.0462,0.025
0.375,4.975,17.0462,0.025
0.425,4.975,17.0462,0.025
0.475,4.975,17.0462,0.025
